uploader,n,mean_label_quality_score,clean_rate,noisy_top_mismatch_rate,pseudo_label_rate,same_class_rate,dominant_class,dominant_top
pblzr,4,0.345617376212931,0.0,0.0,0.75,0.25,ss-n,ss
modusmogulus,40,0.3461954545966128,0.15,0.025,0.15,0.175,fx-n,fx
player_angelo16,1,0.3470060705968081,0.0,0.0,1.0,0.0,m-m,m
Bnick13,1,0.347740587690445,0.0,0.0,0.0,0.0,fx-h,fx
aceofspades22,1,0.3479083176157842,0.0,0.0,0.0,0.0,fx-o,fx
neolapon,3,0.3484354905314682,0.0,0.0,0.0,0.3333333333333333,fx-h,fx
Soxxgal1234,4,0.34859309145591466,0.25,0.0,0.25,0.25,sp-s,sp
ortseng,2,0.34862450795105987,0.0,0.0,0.0,0.5,ss-i,ss
dogboy88686868,2,0.3489271278513925,0.0,0.0,0.0,0.5,is-e,is
TheTechTinkerer,2,0.3491416208164987,0.0,0.0,0.5,0.0,fx-o,fx
VINOGRZ,1,0.3497375975792382,0.0,0.0,0.0,0.0,is-s,is
Voidazol,1,0.34988277034262755,0.0,0.0,0.0,0.0,ss-n,ss
Brother_Kele,1,0.35016445267147867,0.0,0.0,0.0,0.0,m-m,m
Purely_Green,1,0.35057741930479436,0.0,0.0,0.0,0.0,fx-m,fx
WilfD,1,0.35157050960302033,0.0,0.0,0.0,0.0,fx-o,fx
crosley_bendix,57,0.3522702467301638,0.05263157894736842,0.0,0.45614035087719296,0.08771929824561403,is-e,is
rubydrop,1,0.3526315840515994,0.0,0.0,0.0,0.0,fx-h,fx
johnjohnfm,45,0.3528054325073394,0.13333333333333333,0.08888888888888889,0.08888888888888889,0.35555555555555557,fx-el,fx
giangallegos,1,0.35285574898783273,0.0,0.0,0.0,0.0,m-m,m
simeonradivoev,1,0.35389559564989387,0.0,0.0,0.0,0.0,fx-o,fx
christos71,5,0.35435110550510646,0.2,0.2,0.4,0.2,ss-u,ss
Nordliecht,15,0.35552693955941594,0.13333333333333333,0.0,0.4,0.2,ss-n,ss
Giode_,1,0.35703082248059925,0.0,0.0,0.0,0.0,fx-o,fx
devdes,1,0.35742160258632055,0.0,0.0,1.0,0.0,m-sp,m
fc_mendonca,1,0.3575540098435675,0.0,0.0,0.0,0.0,fx-o,fx
EdanWasHere124,1,0.35892805020508717,0.0,0.0,0.0,0.0,fx-o,fx
Lukaszzz123,1,0.35940445123006504,0.0,0.0,0.0,0.0,m-si,m
Organuz,1,0.35950719539729326,0.0,0.0,0.0,0.0,sp-s,sp
haha2990,1,0.3597620478503637,0.0,0.0,0.0,0.0,fx-h,fx
SamsterBirdies,1,0.36065863414467647,0.0,0.0,0.0,0.0,m-m,m
obleronet,2,0.36076732626262814,0.0,0.0,0.0,0.0,fx-o,fx
tarane468,4,0.36128942149333015,0.25,0.0,0.0,0.25,fx-a,fx
esoonchia,4,0.36137704152715655,0.0,0.0,0.0,0.5,fx-o,fx
KeshaFilm,1,0.361812697916742,0.0,0.0,0.0,0.0,fx-m,fx
TSP-Talk,19,0.3623695794713183,0.15789473684210525,0.05263157894736842,0.3157894736842105,0.2631578947368421,ss-i,ss
spreadeaglecrossdablock,5,0.36305857778192746,0.0,0.0,0.0,0.2,fx-n,fx
p37gu33z5oo,1,0.36319469722332565,0.0,0.0,0.0,0.0,ss-u,ss
m192,1,0.3634207367713001,0.0,0.0,0.0,0.0,m-m,m
Roses1401,21,0.36360786703261183,0.14285714285714285,0.09523809523809523,0.2857142857142857,0.2857142857142857,fx-h,fx
1bob,3,0.36381564903183533,0.0,0.0,0.0,0.3333333333333333,fx-o,fx
Tabanafraz1223,1,0.3639639758226479,0.0,0.0,0.0,0.0,is-k,is
9516daniel,4,0.3649415099336555,0.0,0.0,0.25,0.25,ss-u,ss
Akkaittou,42,0.3651102899679318,0.09523809523809523,0.047619047619047616,0.16666666666666666,0.21428571428571427,fx-el,fx
Sophia_C,1,0.3651771036410377,0.0,0.0,0.0,0.0,m-si,m
Zhegusov,1,0.3657521647690481,0.0,0.0,0.0,0.0,m-sp,m
Aksiny_SoundEditor,2,0.3657735253439093,0.0,0.0,0.0,0.5,fx-a,fx
Aenimamusica,4,0.36613153607712146,0.0,0.0,0.0,0.25,ss-n,ss
ramonarqu,3,0.36696247231308304,0.3333333333333333,0.0,0.0,0.3333333333333333,fx-el,fx
BenHarmSound,18,0.36864529114258937,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.2777777777777778,ss-n,ss
RafaelaTwisk,1,0.36901486328349575,0.0,0.0,0.0,0.0,fx-v,fx
planet_jvk,1,0.3694893627466708,0.0,0.0,0.0,0.0,fx-o,fx
MikeySaints,13,0.3698621876890039,0.23076923076923078,0.07692307692307693,0.46153846153846156,0.23076923076923078,is-e,is
audio_sgn_a,54,0.37309200837327805,0.0,0.0,0.0,0.12962962962962962,fx-v,fx
MalikArsYasakani,1,0.37550091976230954,0.0,0.0,0.0,0.0,fx-el,fx
logancircle2,11,0.3757307598024093,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727,fx-h,fx
Jim-Bretherick,4,0.37695194172195046,0.25,0.0,0.0,0.5,ss-s,ss
WalterPacheco,2,0.3771909611039209,0.0,0.0,0.0,0.5,ss-u,ss
NoTomorrow12,1,0.3776536539835808,0.0,0.0,0.0,0.0,fx-m,fx
kentspublicdomain,1,0.3778335930014208,0.0,0.0,0.0,0.0,fx-m,fx
True_Killian,20,0.379829770265195,0.1,0.05,0.5,0.15,fx-el,fx
cregstorm,4,0.38004549533543386,0.25,0.0,0.0,0.25,fx-a,fx
vukongs,1,0.38081403320685697,0.0,0.0,0.0,0.0,fx-v,fx
U-n,31,0.3809914403825302,0.1935483870967742,0.06451612903225806,0.1935483870967742,0.3225806451612903,fx-ex,fx
ermine,4,0.38119979711041985,0.25,0.0,0.5,0.25,ss-n,ss
jstarrcreative,4,0.38166311864685315,0.0,0.0,0.0,0.5,fx-el,fx
ZHRØ,6,0.3824878919400172,0.0,0.16666666666666666,0.5,0.16666666666666666,m-m,m
PROpolisher,1,0.38297026400520995,0.0,0.0,0.0,0.0,fx-o,fx
foxmox,3,0.3833403214159529,0.0,0.0,0.6666666666666666,0.3333333333333333,ss-n,ss
STADSKNIETJES,2,0.3834263235075999,0.0,0.0,0.5,0.5,ss-n,ss
MortisBlack,8,0.3840659391097019,0.125,0.0,0.125,0.5,ss-s,ss
WhisperingEarth,3,0.38471438865901114,0.0,0.0,0.6666666666666666,0.3333333333333333,fx-a,fx
bertjerred,7,0.3865289481042428,0.2857142857142857,0.0,0.0,0.2857142857142857,fx-m,fx
Hinoki.owo,3,0.3875513198015224,0.0,0.3333333333333333,0.0,0.6666666666666666,ss-u,ss
bashrambali,2,0.3879974450688639,0.0,0.0,0.5,0.5,ss-n,ss
Colin.LeBlanc.Sound,19,0.38930897089491373,0.21052631578947367,0.21052631578947367,0.0,0.3157894736842105,ss-n,fx
Lightblu3,2,0.39030191650887414,0.0,0.0,0.5,0.5,ss-u,ss
Alliare,3,0.3903829749526458,0.0,0.0,0.3333333333333333,0.3333333333333333,is-e,fx
vintage2005,1,0.3913188396397281,0.0,0.0,0.0,0.0,fx-m,fx
shopmichielvdw,19,0.39155593031779384,0.21052631578947367,0.0,0.0,0.3157894736842105,m-sp,m
Srirachasocks,8,0.3916549816882541,0.25,0.125,0.25,0.25,fx-o,ss
L0sts1gnal_404,16,0.39227449661414204,0.1875,0.125,0.0625,0.375,fx-el,fx
freekit,21,0.394572347140561,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.3333333333333333,ss-u,ss
Onda_Audio,10,0.3955960184884517,0.1,0.2,0.0,0.3,fx-el,fx
ched42069,3,0.396472933157961,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,ss-n,ss
GarrisonHeeler,2,0.3973165591000444,0.0,0.0,0.0,0.5,ss-i,ss
KellyHopp,5,0.3979906681239824,0.2,0.0,0.2,0.2,ss-n,ss
MaxVianello,5,0.39817044889971304,0.2,0.2,0.2,0.4,is-p,is
Cat-Fox_Alex,612,0.39825440270541423,0.14869281045751634,0.03104575163398693,0.09477124183006536,0.33169934640522875,is-p,is
Xcreenplay,7,0.3987513114532399,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,ss-s,ss
audiomirage,29,0.3993634285848068,0.2413793103448276,0.06896551724137931,0.13793103448275862,0.27586206896551724,ss-n,ss
marlonnnnnn,16,0.39969358944248146,0.0625,0.0,0.1875,0.3125,fx-m,fx
microman502,12,0.3999056801766852,0.08333333333333333,0.0,0.3333333333333333,0.25,fx-v,fx
HenryTheGuy,3,0.4000199201320007,0.3333333333333333,0.0,0.0,0.3333333333333333,fx-h,fx
DavidBlouin,3,0.40053520235966505,0.3333333333333333,0.0,0.0,0.3333333333333333,ss-u,ss
PeteBarry,6,0.40089352854770594,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,ss-n,ss
tomlyne,33,0.4008952249952015,0.24242424242424243,0.06060606060606061,0.06060606060606061,0.42424242424242425,fx-o,fx
Erokia,9,0.40224567234389047,0.3333333333333333,0.0,0.0,0.3333333333333333,m-m,m
Virgile_Loiseau,9,0.402517254529571,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,ss-u,ss
SoundLuvr2005,6,0.4037720424317803,0.16666666666666666,0.0,0.0,0.3333333333333333,ss-i,ss
andrelbrasil,3,0.4039241273636935,0.3333333333333333,0.0,0.0,0.3333333333333333,ss-u,ss
Cybergenic2021,3,0.4047255229202437,0.3333333333333333,0.0,0.0,0.3333333333333333,ss-s,ss
Isaac1708,3,0.40849829878034044,0.3333333333333333,0.0,0.0,0.3333333333333333,fx-v,fx
Jpgv,2,0.40879005122386064,0.0,0.0,0.0,0.5,ss-i,ss
erei,6,0.4095654163995466,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,fx-o,fx
larsn.wav,3,0.4096362128494861,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,ss-n,ss
farandjoun,17,0.4097023076963757,0.17647058823529413,0.058823529411764705,0.4117647058823529,0.29411764705882354,fx-a,fx
markerb,2,0.41107184236423117,0.0,0.0,0.0,0.5,fx-el,fx
superspeedpopstar,6,0.4112826881815364,0.0,0.0,0.0,0.16666666666666666,ss-u,ss
StayUzeless,2,0.4121743464446834,0.5,0.0,0.0,0.5,ss-s,ss
tomasloos,6,0.41279487439279294,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,ss-n,ss
SoundEffectsForAll,4,0.4134165232945155,0.0,0.0,0.0,0.5,fx-ex,fx
looplicator,2205,0.41348929739081575,0.2562358276643991,0.14331065759637188,0.07936507936507936,0.43219954648526077,is-p,is
TimLwry,5,0.4142308454354599,0.0,0.0,0.0,0.4,fx-el,fx
TheArbuzikYT,11,0.41458755270439607,0.18181818181818182,0.0,0.5454545454545454,0.18181818181818182,fx-h,fx
z._.zed._.z,5,0.41468214019062044,0.4,0.0,0.0,0.4,ss-n,ss
Auroch_Media,4,0.4147722483800068,0.0,0.0,0.0,0.25,ss-u,ss
renrenrenrenren,3,0.41565613955516306,0.0,0.0,0.0,0.3333333333333333,fx-h,fx
razvanhg,5,0.4160954086481724,0.2,0.0,0.2,0.4,ss-n,ss
ffdm,5,0.41656000945745164,0.2,0.0,0.2,0.4,ss-i,ss
Urkki69,12,0.41716635281729314,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,ss-u,ss
Roxiegirl,6,0.41768565884474546,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,fx-n,fx
Krizin,2,0.417843657062346,0.0,0.0,0.5,0.5,is-p,is
stewadosan,7,0.4183075050521463,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,fx-h,fx
Clément_B,8,0.41836440699150684,0.25,0.25,0.0,0.375,ss-n,ss
rubberduckie,8,0.41853923020091505,0.125,0.0,0.875,0.125,fx-m,fx
marymckenzie,6,0.4202934358054586,0.16666666666666666,0.0,0.0,0.3333333333333333,fx-o,fx
editfour,11,0.4204431457872287,0.09090909090909091,0.0,0.09090909090909091,0.36363636363636365,ss-u,ss
Electrocouak,2,0.42048269459396914,0.0,0.0,0.0,0.5,is-s,is
c64cosmin,2,0.4226177866242945,0.0,0.0,0.0,0.5,fx-a,fx
younoise,8,0.4230418809533767,0.25,0.0,0.375,0.375,m-m,m
craigsmith,63,0.4233898019165148,0.19047619047619047,0.07936507936507936,0.2698412698412698,0.36507936507936506,ss-n,ss
Rahora,6,0.42365742017035096,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,ss-n,ss
Darklitstudio,11,0.42501833963097047,0.2727272727272727,0.18181818181818182,0.0,0.36363636363636365,fx-h,fx
KM10,2,0.4252057595001869,0.0,0.0,0.0,0.5,fx-o,fx
EtherAudio,49,0.4266325116425618,0.12244897959183673,0.02040816326530612,0.12244897959183673,0.3877551020408163,fx-el,fx
serenaredferne,6,0.4269753785980459,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,ss-n,ss
joeffl,6,0.42704064262340263,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,ss-u,fx
naotokui,2,0.42798074735814595,0.0,0.0,0.0,0.5,ss-n,ss
Dani3lns,3,0.42968131063649184,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,ss-n,ss
markb,8,0.4308122266500758,0.0,0.0,0.125,0.375,ss-u,ss
gis_sweden,23,0.4312057205076258,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.391304347826087,m-si,fx
hugo.p,31,0.431387394856048,0.25806451612903225,0.03225806451612903,0.0967741935483871,0.41935483870967744,ss-u,ss
katzuyitsu,5,0.4318973925249859,0.0,0.0,0.6,0.4,m-si,fx
QuartzMMN,3,0.43225080962214507,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,ss-n,ss
richwise,16,0.4324589472219857,0.1875,0.25,0.125,0.3125,ss-n,ss
thaighaudio,9,0.43427265214880667,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.4444444444444444,ss-u,ss
itinerantmonk108,29,0.4350652290941991,0.20689655172413793,0.10344827586206896,0.10344827586206896,0.3793103448275862,ss-n,ss
SieuAmThanh,193,0.4351290817569489,0.18652849740932642,0.0,0.015544041450777202,0.33678756476683935,fx-el,fx
levelclearer,16,0.43529224405473294,0.3125,0.1875,0.0625,0.375,is-e,m
bassimat,302,0.43536133786878356,0.2152317880794702,0.052980132450331126,0.09602649006622517,0.4105960264900662,fx-o,ss
PercussionCabinet,3,0.43571906949301115,0.0,0.0,0.6666666666666666,0.3333333333333333,fx-o,fx
chungus43A,44,0.4357228168549222,0.18181818181818182,0.0,0.06818181818181818,0.4090909090909091,fx-v,fx
jolilius,3,0.43587451437186114,0.0,0.0,0.0,0.3333333333333333,ss-u,ss
csengeri,5,0.4372942345108103,0.2,0.0,0.2,0.4,ss-u,ss
ayy.o_,6,0.4374370291565497,0.0,0.0,0.3333333333333333,0.3333333333333333,fx-o,fx
Thomas_Bey_William_Bailey,73,0.4380483913812135,0.2191780821917808,0.0,0.0273972602739726,0.3561643835616438,fx-el,fx
Artem_Zaitsev,22,0.43811211537183675,0.18181818181818182,0.0,0.18181818181818182,0.36363636363636365,fx-el,fx
jessicanaululo,21,0.43893075721229347,0.2857142857142857,0.047619047619047616,0.19047619047619047,0.42857142857142855,ss-n,ss
huw2k8,3,0.43955345408008073,0.0,0.0,0.0,0.6666666666666666,fx-a,fx
NataliaRea777,22,0.4396922124823577,0.18181818181818182,0.0,0.5,0.22727272727272727,fx-h,fx
LukaCafuka,10,0.4397610380506013,0.0,0.0,0.1,0.3,fx-m,fx
brilliantsystem,3,0.43981275150817584,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,is-p,is
GirlWithSoundRecorder,13,0.4419333747956168,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.38461538461538464,ss-n,ss
DAN2008,3,0.44269810997850684,0.3333333333333333,0.0,0.0,0.3333333333333333,m-sp,m
EngineerNIA,5,0.4429835877126215,0.4,0.2,0.0,0.4,ss-u,ss
DinisNakamura,4,0.44305561262268744,0.0,0.0,0.0,0.5,fx-h,fx
PianoFarm,95,0.443088535021448,0.21052631578947367,0.05263157894736842,0.11578947368421053,0.4105263157894737,ss-n,ss
vazdaz,9,0.4438389154209792,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333,ss-n,ss
DangerLaef,5,0.4440112229408609,0.2,0.2,0.2,0.4,ss-n,ss
Robinhood76,17,0.4454302436682988,0.17647058823529413,0.0,0.17647058823529413,0.47058823529411764,fx-el,fx
eganthelover,4,0.4455805944868591,0.25,0.0,0.25,0.25,fx-h,fx
ViolettaSnape,2,0.4462349482611551,0.0,0.0,0.0,0.5,ss-n,ss
JakobGille,20,0.4467568691323686,0.15,0.05,0.15,0.4,ss-n,ss
michalradacz,2,0.4468265316244083,0.0,0.0,0.0,0.5,ss-u,ss
Zabuhailo,3,0.448085500378457,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,fx-m,fx
Sassaby,9,0.44813287456486506,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444,ss-n,ss
AlixTwix6,12,0.4491056128124434,0.25,0.0,0.16666666666666666,0.4166666666666667,fx-o,fx
zootook,2,0.4509113007085221,0.0,0.5,0.0,0.5,ss-u,ss
walldogmedia,2,0.45122887166455183,0.0,0.5,0.0,0.5,m-m,m
letaidye,13,0.45275127787738345,0.23076923076923078,0.0,0.07692307692307693,0.38461538461538464,ss-n,ss
Yoshicakes77,1,0.45288093811887076,0.0,0.0,0.0,1.0,fx-el,fx
ExpiredSoda,7,0.45313028776410935,0.2857142857142857,0.0,0.0,0.42857142857142855,m-m,m
CVLTIV8R,2999,0.4544894312897419,0.2547515838612871,0.027342447482494165,0.3797932644214738,0.3561187062354118,fx-o,fx
Kinoton,3,0.45515462612347085,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,fx-m,fx
Katarina2506,3,0.4562071364907476,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,ss-n,ss
Hewn.Marrow,88,0.45660371788592347,0.25,0.2159090909090909,0.13636363636363635,0.4431818181818182,m-sp,is
Florentpelat,10,0.45676601348708373,0.3,0.1,0.2,0.4,ss-n,ss
saangosu,11,0.45687432776806136,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.36363636363636365,fx-el,fx
mark_aguirre2002,4,0.45812573148945823,0.25,0.0,0.25,0.25,fx-h,fx
Vikra9409,12,0.4587206663613017,0.25,0.0,0.08333333333333333,0.3333333333333333,fx-o,fx
jackiecalistahhh,3,0.4603695393025686,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,sp-s,sp
Siralemuresu,5,0.4605230196340916,0.4,0.0,0.0,0.4,ss-u,ss
Denizoweirdo,4,0.46057536672673,0.25,0.0,0.25,0.25,fx-o,fx
nicola_ariutti,18,0.4613028245630516,0.2777777777777778,0.05555555555555555,0.2222222222222222,0.3888888888888889,ss-n,ss
daaverali,6,0.46132476958564417,0.3333333333333333,0.0,0.16666666666666666,0.5,is-e,is
PicassoCT,6,0.46149969302620364,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,sp-s,sp
SpliceSound,2,0.46200270172429025,0.0,0.0,0.0,0.5,fx-v,fx
WattnotSounds,6,0.4621301372144886,0.16666666666666666,0.16666666666666666,0.0,0.5,ss-n,ss
codgold2,2,0.46342193774816276,0.0,0.0,0.0,0.5,ss-n,ss
decadylan,17,0.46364649090759397,0.29411764705882354,0.058823529411764705,0.47058823529411764,0.29411764705882354,fx-h,fx
e.zeta,5,0.4645171450090336,0.0,0.2,0.0,0.6,ss-u,ss
DeqstersLab,20,0.46536996456028606,0.2,0.0,0.15,0.35,fx-o,fx
Gamexplosion,3,0.4669844564243917,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,m-m,m
ThorAdam,2,0.46715421274064983,0.0,0.0,0.0,0.5,ss-u,ss
Karlos84,2,0.46815166111810536,0.0,0.0,0.0,0.5,m-si,m
SondreDrakensson,3,0.469176613905021,0.0,0.0,0.3333333333333333,0.6666666666666666,m-m,m
Bloofrzo,2,0.46920304118459677,0.0,0.0,0.0,0.5,fx-o,fx
gregwht,8,0.47039394848818084,0.375,0.0,0.5,0.375,ss-n,ss
Lynxmoth,5,0.470539568217628,0.4,0.4,0.0,0.4,ss-i,fx
noisymichael,3,0.47057011102780466,0.3333333333333333,0.0,0.0,0.3333333333333333,ss-n,ss
gaussiansoundco,17,0.470640494713797,0.0,0.0,0.0,0.7058823529411765,fx-el,fx
Julian_Eftei,17,0.4707879382259751,0.29411764705882354,0.058823529411764705,0.35294117647058826,0.29411764705882354,ss-u,ss
Imp_sounds,19,0.47188605249648957,0.21052631578947367,0.0,0.10526315789473684,0.47368421052631576,fx-o,fx
SoAM_Sound_of_Any_Motion,32,0.47249327752255016,0.3125,0.0625,0.0625,0.40625,ss-u,ss
PascalHD,5,0.4729505157045467,0.0,0.0,0.2,0.6,ss-u,ss
HAHAVOID,18,0.473683586268007,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.4444444444444444,is-p,is
lapuafox,4,0.4742308867012138,0.25,0.0,0.25,0.25,fx-o,fx
MirandaNicolas2009,10,0.47441782573716573,0.3,0.0,0.1,0.5,fx-n,fx
ChristopherJngs,4,0.474882227223947,0.5,0.0,0.25,0.5,fx-n,fx
Wigglesworth,17,0.47539172712124644,0.23529411764705882,0.0,0.5882352941176471,0.23529411764705882,fx-h,fx
billysulo,2,0.47608905246347777,0.0,0.0,0.0,0.5,fx-o,fx
yahsay,9,0.47611560626930477,0.3333333333333333,0.0,0.0,0.3333333333333333,fx-a,fx
Aislink,7,0.47698507851910593,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,fx-a,fx
Rohanjai,67,0.47731810609051994,0.417910447761194,0.11940298507462686,0.05970149253731343,0.47761194029850745,ss-u,ss
ChaliceWell,2,0.47748934975005186,0.0,0.0,0.5,0.5,fx-a,fx
CuboRodante,2,0.4780792180738019,0.0,0.0,0.5,0.5,fx-o,fx
chrbionn,3,0.480153107479839,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,ss-n,ss
Valevasquez,2,0.48062325158131847,0.5,0.0,0.0,0.5,ss-i,ss
nolit47,10,0.482170320855551,0.2,0.0,0.2,0.3,m-m,m
Benson_Arizona,134,0.48230448601608145,0.26119402985074625,0.04477611940298507,0.16417910447761194,0.417910447761194,ss-u,ss
SilverIllusionist,158,0.48254810705506196,0.31645569620253167,0.03164556962025317,0.0949367088607595,0.45569620253164556,m-m,m
one_moment,21,0.4829218894656193,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.47619047619047616,ss-u,ss
hidetora,20,0.4831019360573496,0.25,0.05,0.25,0.45,ss-n,ss
TicAshfield,119,0.4831441491172637,0.3277310924369748,0.06722689075630252,0.23529411764705882,0.40336134453781514,fx-m,ss
RIFORKA,18,0.4836036197816067,0.2777777777777778,0.05555555555555555,0.2777777777777778,0.4444444444444444,ss-n,ss
KVV_Audio,40,0.48394916820111933,0.3,0.075,0.125,0.45,ss-u,fx
khamoosh,2,0.4842081285345556,0.0,0.0,0.5,0.5,ss-u,ss
P4INKILLA,7,0.48463082251709283,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,fx-n,fx
documentasfuck,2,0.4849586164139896,0.5,0.0,0.0,0.5,m-m,m
Daftrio,2,0.48589904838668985,0.0,0.0,0.0,0.5,fx-h,fx
JoãoPessoa,13,0.4868408278917392,0.38461538461538464,0.07692307692307693,0.0,0.46153846153846156,fx-o,fx
melliug,2,0.4872727466075625,0.0,0.0,0.5,0.5,fx-h,fx
The_25_Times,8,0.48731297137424995,0.25,0.0,0.375,0.5,ss-u,ss
SonosFreesound,1,0.4877799430419172,0.0,0.0,0.0,1.0,fx-el,fx
xcehz,2,0.4880550731845445,0.5,0.0,0.0,0.5,sp-s,sp
lonce,2,0.4901999454423116,0.0,0.0,0.0,0.5,ss-n,ss
DeniPal,38,0.49036751077484486,0.3684210526315789,0.05263157894736842,0.34210526315789475,0.39473684210526316,ss-n,ss
Florent_Pico,2,0.491129809683848,0.5,0.0,0.0,0.5,ss-n,ss
DamTheGreat,2,0.491130172056796,0.0,0.0,0.0,0.5,fx-m,fx
_RemezclaTuCiudad_,80,0.49211644035710866,0.325,0.1,0.1125,0.4625,ss-u,ss
EskildNP,3,0.4922380328928972,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,fx-o,fx
geoffvt,7,0.49225815230034164,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,fx-m,fx
xkeril,6,0.4923219256623188,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,fx-m,fx
nyfeukgia,3,0.493268981234327,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,m-sp,m
chemotroph,45,0.4937910437284727,0.15555555555555556,0.0,0.022222222222222223,0.5777777777777777,is-e,is
InSintesi,8,0.4939083629663343,0.375,0.0,0.375,0.375,ss-s,ss
Victoriaannecoleman,2,0.4939103472212593,0.5,0.0,0.0,0.5,m-m,m
HarmonicMess,25,0.4950113025105315,0.36,0.12,0.36,0.4,ss-n,ss
222abc,10,0.49507135108315453,0.3,0.0,0.5,0.3,fx-m,fx
zachrau,13,0.495444000547021,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.46153846153846156,ss-n,ss
Ñado,6,0.4955806970076004,0.5,0.16666666666666666,0.16666666666666666,0.5,ss-u,ss
miguelperezang,17,0.4961833330509807,0.17647058823529413,0.058823529411764705,0.4117647058823529,0.4117647058823529,fx-h,fx
PertanDelin,1,0.4973896605144205,0.0,0.0,0.0,1.0,fx-ex,fx
buzkill,15,0.4974174825232836,0.2,0.06666666666666667,0.2,0.4,fx-v,fx
pauliepaulpaul,34,0.49759238997074784,0.35294117647058826,0.0,0.4117647058823529,0.47058823529411764,fx-h,fx
aisselles,4,0.4975998915230269,0.25,0.0,0.25,0.5,fx-v,ss
V0iDin6,2,0.4978203778899696,0.0,0.0,0.0,0.5,fx-o,fx
NicolasLikesThisWebsite496,5,0.4980703970584954,0.4,0.0,0.4,0.4,sp-s,sp
Starroom,2,0.49941844205102304,0.0,0.0,0.5,0.5,ss-n,ss
Ambisonic-Studio,2,0.4996446752881654,0.0,0.0,0.0,0.5,ss-u,ss
kevinklang,12,0.49992337314442103,0.25,0.0,0.0,0.5833333333333334,is-k,is
newturtle,1,0.5000989064664925,0.0,0.0,0.0,1.0,ss-s,ss
nightcustard,10,0.5005696520767133,0.3,0.0,0.1,0.4,ss-n,ss
Alex_hears_things,10,0.5011089605688241,0.4,0.1,0.2,0.4,ss-n,fx
ViveleVent,4,0.5016545710923794,0.5,0.0,0.25,0.5,ss-i,fx
pablo.gonnet,9,0.5020403927744546,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444444,ss-n,ss
AllenStacy,2,0.5024865648333765,0.0,0.0,0.0,0.5,ss-u,ss
Manuvasquez,113,0.5028821319597278,0.25663716814159293,0.061946902654867256,0.23008849557522124,0.4690265486725664,fx-o,fx
YouMightLikeThis,6,0.5033710606969924,0.16666666666666666,0.0,0.0,0.3333333333333333,ss-u,ss
treytatum3,75,0.5039831460699975,0.29333333333333333,0.0,0.22666666666666666,0.41333333333333333,ss-u,ss
webaudio360,13,0.5040733870474704,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.5384615384615384,m-m,ss
Democrocernus,5,0.5040872504501802,0.4,0.0,0.6,0.4,ss-n,ss
Cris_MarYan,2,0.5046144288944585,0.5,0.0,0.0,0.5,fx-m,fx
Kavos_Dreams,5,0.5046634091524328,0.4,0.0,0.0,0.4,fx-a,fx
BelyiLotos,2,0.5049206138969677,0.0,0.0,0.0,0.5,fx-h,fx
