uploader,n,same_class_rate,same_top_class_rate,mean_classifier_confidence,mean_provided_class_probability,dominant_class
joanofrawrc,4,0.75,1.0,0.85259897,0.62317896,ss-u
lrnr00,4,0.75,0.75,0.91235274,0.68111694,ss-u
lydgutten,4,0.75,0.75,0.642593,0.4979111,fx-h
mariefromascot,4,0.75,1.0,0.68233234,0.47629192,fx-o
nlux,4,0.75,1.0,0.83154535,0.75969017,m-si
routune00,4,0.75,1.0,0.89180756,0.82129174,m-sp
sillyguitar231,4,0.75,0.75,0.84670675,0.6099528,m-sp
TheKingOfGeeks360,97,0.7525773195876289,0.8041237113402062,0.722072,0.6226418,fx-a
bangcorrupt,17,0.7647058823529411,0.8235294117647058,0.8659205,0.6894727,fx-o
naturenotesuk,26,0.7692307692307693,0.7692307692307693,0.7709986,0.6659868,ss-n
Asha555,13,0.7692307692307693,0.8461538461538461,0.6643073,0.5645946,m-si
moodyfingers,13,0.7692307692307693,0.9230769230769231,0.7428044,0.6631397,fx-el
Sound-Art-UK,18,0.7777777777777778,0.8888888888888888,0.7840019,0.68049854,ss-n
ValentinSosnitskiy,9,0.7777777777777778,1.0,0.908141,0.7512204,m-si
ShangusBurger,23,0.782608695652174,0.8695652173913043,0.83061236,0.70671296,ss-n
DaUik,14,0.7857142857142857,1.0,0.7883912,0.6929746,fx-o
avreference,14,0.7857142857142857,0.7857142857142857,0.81456023,0.7113442,sp-p
josefpres,431,0.7865429234338747,0.9907192575406032,0.8749926,0.7837851,m-si
Vitae-LI,24,0.7916666666666666,1.0,0.9077046,0.76288056,fx-h
kvgarlic,24,0.7916666666666666,0.7916666666666666,0.80371165,0.6992391,ss-n
MinhSais,34,0.7941176470588235,0.7941176470588235,0.673966,0.6161624,fx-v
elliottliu,20,0.8,0.9,0.61986274,0.57455736,fx-el
copyc4t,15,0.8,1.0,0.9368239,0.84420395,fx-o
nincamindza07,10,0.8,1.0,0.8429063,0.74072033,fx-o
tripjazz,10,0.8,0.8,0.677485,0.5876428,is-p
BESTIARI,5,0.8,0.8,0.6569859,0.5507182,ss-n
HotSoundsGuy,5,0.8,1.0,0.86066645,0.77946293,fx-h
HypnoticNinja,5,0.8,1.0,0.8347061,0.8088702,m-m
Kanny100,5,0.8,0.8,0.83544457,0.64617705,fx-n
StratiAudio,5,0.8,1.0,0.6296474,0.6140541,fx-o
VocalPercussion,5,0.8,0.8,0.76211035,0.7166439,m-sp
arablelands87,5,0.8,0.8,0.8576592,0.8213822,ss-n
goldenkitty23,5,0.8,1.0,0.936031,0.78105223,fx-o
ricardoemfield,5,0.8,0.8,0.788484,0.64461046,ss-n
rotlily,5,0.8,0.8,0.9491979,0.7546977,m-si
sophia_eastman,5,0.8,1.0,0.745635,0.6738565,fx-o
RockerPlate,36,0.8055555555555556,0.8333333333333334,0.8425273,0.7231607,m-si
AardsReal,21,0.8095238095238095,1.0,0.91264355,0.7700653,fx-o
uudza,21,0.8095238095238095,0.9523809523809523,0.90777177,0.8026706,fx-o
Ixwolf,16,0.8125,1.0,0.91514444,0.83037823,fx-o
Somayeh_Mozaffari,27,0.8148148148148148,0.8518518518518519,0.64999354,0.5709747,fx-v
randbsoundbites,38,0.8157894736842105,0.868421052631579,0.8734929,0.7632791,fx-o
reticularbeats,33,0.8181818181818182,1.0,0.8634446,0.7916946,m-m
MieliTietty,22,0.8181818181818182,0.8636363636363636,0.75561374,0.67520857,m-m
hz37,22,0.8181818181818182,0.9090909090909091,0.7544933,0.67826384,ss-i
lennartgreen,11,0.8181818181818182,0.8181818181818182,0.86512697,0.8404917,m-sp
Throndronis,23,0.8260869565217391,1.0,0.8108005,0.69790757,fx-o
rthijs,12,0.8333333333333334,0.8333333333333334,0.64959085,0.5585308,ss-u
CreepyKing,6,0.8333333333333334,1.0,0.8392084,0.7808947,fx-h
D4XX,6,0.8333333333333334,0.8333333333333334,0.6035996,0.5101078,fx-h
GabyBendtsen,6,0.8333333333333334,0.8333333333333334,0.8695615,0.75398177,fx-o
Gultra,6,0.8333333333333334,1.0,0.9796104,0.8188831,m-sp
Marshy_Burkowski,6,0.8333333333333334,1.0,0.71091694,0.580203,m-m
TheEndOfACycle,6,0.8333333333333334,1.0,0.914007,0.8406814,is-s
cepkyp,6,0.8333333333333334,1.0,0.8820037,0.781903,m-si
djgriffin,6,0.8333333333333334,1.0,0.9508994,0.80113846,m-m
joliestarr,6,0.8333333333333334,1.0,0.8953178,0.82010263,fx-o
pallase,6,0.8333333333333334,0.8333333333333334,0.83911866,0.7187061,ss-u
soundofsong,6,0.8333333333333334,0.8333333333333334,0.76914626,0.6798236,ss-n
yondercomputer,578,0.8356401384083045,0.9930795847750865,0.80465156,0.7250355,is-e
SOOTHSAYER_ORCHESTRA,19,0.8421052631578947,0.8421052631578947,0.8026579,0.73692715,ss-u
haus.the.child,19,0.8421052631578947,1.0,0.914973,0.8100287,fx-o
Autobot8299,13,0.8461538461538461,1.0,0.68875307,0.57076865,fx-m
Billyguiro,20,0.85,0.9,0.8871067,0.80768746,m-si
darceyprodanovic,20,0.85,0.95,0.8457529,0.7060855,fx-n
Logicogonist,317,0.8517350157728707,0.8958990536277602,0.85558695,0.7842143,is-p
NotMeat2020,14,0.8571428571428571,1.0,0.7773984,0.7596377,m-si
Bubaida,7,0.8571428571428571,0.8571428571428571,0.8352202,0.8279564,fx-n
Cheolmin_Lee,7,0.8571428571428571,0.8571428571428571,0.8022049,0.66909325,ss-u
Dawix67.mxf,7,0.8571428571428571,0.8571428571428571,0.47692028,0.41393104,fx-el
Raruneri,7,0.8571428571428571,1.0,0.98742783,0.8512479,m-sp
VizAion,7,0.8571428571428571,0.8571428571428571,0.848219,0.7697807,ss-u
iliana22,7,0.8571428571428571,1.0,0.7889987,0.7671052,fx-h
nyxlitten,7,0.8571428571428571,1.0,0.9841455,0.8496481,fx-o
sensingtheforest,2503,0.8621654015181782,0.9013184178985217,0.6985164,0.66897815,ss-n
SergeQuadrado,22,0.8636363636363636,0.9545454545454546,0.7079485,0.6373422,fx-h
delfieldrecordings,15,0.8666666666666667,0.8666666666666667,0.8020996,0.71469647,ss-n
pablo98marin,16,0.875,1.0,0.8768028,0.8247499,m-m
tboneaudio,16,0.875,0.9375,0.91478026,0.8847844,is-p
KyrielXV,8,0.875,0.875,0.8169539,0.73161507,fx-o
Valerie-Vivegnis,35,0.8857142857142857,0.8857142857142857,0.80763024,0.7517425,fx-h
ossiklapuri,45,0.8888888888888888,0.8888888888888888,0.6611534,0.65119165,fx-v
iqbit,18,0.8888888888888888,0.8888888888888888,0.79901546,0.76930684,ss-u
SethAuldsAudio,9,0.8888888888888888,0.8888888888888888,0.9250825,0.9096354,fx-o
theeinfernalpractice,9,0.8888888888888888,1.0,0.67252284,0.6671182,ss-s
Sheyvan,46,0.8913043478260869,1.0,0.92009264,0.8377102,fx-o
beyercreative,19,0.8947368421052632,0.9473684210526315,0.9015139,0.85061365,fx-h
Colonnades,10,0.9,1.0,0.9216406,0.87301254,fx-o
MadGravityStudio,10,0.9,1.0,0.8444732,0.7526738,m-m
ShebJoy,10,0.9,1.0,0.88944423,0.7910687,fx-o
riippumattog,113,0.9026548672566371,0.9469026548672567,0.9032298,0.8591166,sp-s
guidofm,22,0.9090909090909091,0.9090909090909091,0.94482684,0.8872051,fx-o
p1nh0,22,0.9090909090909091,0.9090909090909091,0.78626096,0.6993765,ss-u
Mohagged,11,0.9090909090909091,1.0,0.6660772,0.6359502,fx-m
Attia.phonatics,13,0.9230769230769231,1.0,0.92620623,0.9045316,m-m
kreha,13,0.9230769230769231,1.0,0.9906136,0.91409993,fx-h
kx.audio,13,0.9230769230769231,1.0,0.8228107,0.74737036,fx-o
ThNwFx,15,0.9333333333333333,1.0,0.90325797,0.8704781,m-si
_sinny_,15,0.9333333333333333,1.0,0.9329508,0.8967886,fx-o
Porkkana1234,56,0.9464285714285714,1.0,0.6281571,0.6173119,fx-m
nsdhhdw,56,0.9464285714285714,1.0,0.7448316,0.73862094,fx-v
Uberproduktion,20,0.95,1.0,0.93003875,0.90890294,is-p
neix,41,0.9512195121951219,1.0,0.7147916,0.7071811,is-p
TheEnglishRoom,59,0.9661016949152542,0.9830508474576272,0.89423627,0.873493,sp-s
miiarauh,30,0.9666666666666667,0.9666666666666667,0.7790434,0.7720147,fx-v
LamaMakesMusic,31,0.967741935483871,1.0,0.86278164,0.85666716,fx-o
vl13857,49,0.9795918367346939,1.0,0.85136473,0.8499995,fx-v
SEB_82,58,0.9827586206896551,1.0,0.8462415,0.8392802,sp-s
Dreadwolf910,214,0.985981308411215,0.9953271028037384,0.8637342,0.8560169,fx-o
roopepesala,59,1.0,1.0,0.83257073,0.83257073,fx-v
KasperKeskinen,52,1.0,1.0,0.855223,0.855223,fx-v
LuukasR,52,1.0,1.0,0.8648521,0.8648521,fx-v
tmreig,51,1.0,1.0,0.8086409,0.8086409,fx-v
ymrgc,50,1.0,1.0,0.8107029,0.8107029,fx-v
RoxanneFelsner,49,1.0,1.0,0.84079415,0.84079415,fx-v
LiteSaturation,48,1.0,1.0,0.9585889,0.9585889,m-m
SilverDubloons,48,1.0,1.0,0.97533196,0.97533196,fx-o
kaikko,47,1.0,1.0,0.70874095,0.70874095,fx-v
hhhhhhhhh111111,45,1.0,1.0,0.72785604,0.72785604,fx-v
LeSaJu,44,1.0,1.0,0.8060599,0.8060599,fx-el
ZeynelAbidin,44,1.0,1.0,0.83123434,0.83123434,fx-v
ellivuori,43,1.0,1.0,0.8704095,0.8704095,fx-v
atteni,40,1.0,1.0,0.78725296,0.78725296,fx-v
gagagege,39,1.0,1.0,0.69260114,0.69260114,fx-v
lclcll123,39,1.0,1.0,0.8074475,0.8074475,fx-v
akiviranta,37,1.0,1.0,0.90408707,0.90408707,fx-v
muumipappa1,37,1.0,1.0,0.6980638,0.6980638,fx-v
Elias_Aholainen,36,1.0,1.0,0.8710618,0.8710618,fx-v
DigitalUnderglow,35,1.0,1.0,0.9879281,0.9879281,m-sp
inner_most_garden,30,1.0,1.0,0.98174864,0.98174864,fx-o
VasiliiFeshchenko,27,1.0,1.0,0.86954457,0.86954457,fx-v
j1987,27,1.0,1.0,0.9863061,0.9863061,fx-o
Trtle.T,25,1.0,1.0,0.99494386,0.99494386,fx-o
FinnishCarSounds,24,1.0,1.0,0.8540675,0.8540675,fx-v
yirumauwu,24,1.0,1.0,0.74506766,0.74506766,fx-v
smushy34,23,1.0,1.0,0.7412347,0.7412347,fx-v
EdoardoBelinci,21,1.0,1.0,0.9678132,0.9678132,fx-o
m1nea,21,1.0,1.0,0.86496043,0.86496043,fx-v
Dragon20C,19,1.0,1.0,0.8240876,0.8240876,fx-o
EelisVee,19,1.0,1.0,0.6315892,0.6315892,fx-v
kapybara354,19,1.0,1.0,0.8563135,0.8563135,fx-v
suvimariaa,18,1.0,1.0,0.84353185,0.84353185,fx-v
catarinabbelo,17,1.0,1.0,0.9168393,0.9168393,ss-u
wilhelm_tranberg,17,1.0,1.0,0.9912776,0.9912776,m-sp
8-Bit-Crush,16,1.0,1.0,0.86577696,0.86577696,is-w
NinjaSharkStudios,14,1.0,1.0,0.77453613,0.77453613,fx-o
minhvu17,14,1.0,1.0,0.74305665,0.74305665,fx-v
rmey,14,1.0,1.0,0.7291161,0.7291161,fx-v
mak2142962,13,1.0,1.0,0.9882434,0.9882434,fx-o
EEE3333E,12,1.0,1.0,0.9396398,0.9396398,m-m
Fedor_Ogon,12,1.0,1.0,0.6766267,0.6766267,fx-o
mahir376,12,1.0,1.0,0.79764646,0.79764646,fx-v
walkURB,12,1.0,1.0,0.8745554,0.8745554,m-si
Snap2,11,1.0,1.0,0.9863075,0.9863075,fx-o
AudioCoffee,10,1.0,1.0,0.9811761,0.9811761,m-m
floomatic,10,1.0,1.0,0.87377423,0.87377423,is-e
Ø1-K,10,1.0,1.0,0.97205526,0.97205526,fx-el
Sycopation,9,1.0,1.0,0.8620661,0.8620661,m-sp
TERMINEX,9,1.0,1.0,0.86379844,0.86379844,m-m
gordoguz,9,1.0,1.0,0.6893852,0.6893852,ss-u
jennyhpham,9,1.0,1.0,0.8357142,0.8357142,fx-v
kalinkamalinka,9,1.0,1.0,0.93259007,0.93259007,fx-o
kityya,9,1.0,1.0,0.98142296,0.98142296,fx-o
Domitia,8,1.0,1.0,0.9372214,0.9372214,is-p
RRoseIII,8,1.0,1.0,0.9686435,0.9686435,m-si
Ulrich_Wehner,8,1.0,1.0,0.85143906,0.85143906,ss-s
Vein_Adams,8,1.0,1.0,0.861748,0.861748,fx-o
Visidy,8,1.0,1.0,0.94751966,0.94751966,m-m
eloisa.matheu,8,1.0,1.0,0.9245126,0.9245126,ss-n
quatricise,8,1.0,1.0,0.90197074,0.90197074,is-p
w1nthr,8,1.0,1.0,0.5739269,0.5739269,is-e
deleted_user_15384509,7,1.0,1.0,0.93504184,0.93504184,m-m
isaacMedina,7,1.0,1.0,0.900198,0.900198,is-p
kolel,7,1.0,1.0,0.9176871,0.9176871,fx-el
BalikBayan.Productions,6,1.0,1.0,0.9476335,0.9476335,ss-u
Daan_S,6,1.0,1.0,0.9868606,0.9868606,is-p
HyperFoley,6,1.0,1.0,0.91773844,0.91773844,fx-h
Leadershinji,6,1.0,1.0,0.8491673,0.8491673,sp-p
Timbre,6,1.0,1.0,0.75963706,0.75963706,sp-p
WakuWakuWakuWaku,6,1.0,1.0,0.912925,0.912925,m-si
aceinet,6,1.0,1.0,0.9329347,0.9329347,m-si
ahz2032,6,1.0,1.0,0.8626704,0.8626704,ss-u
anna_bliss,6,1.0,1.0,0.9951884,0.9951884,fx-o
anturium.studio,6,1.0,1.0,0.92392224,0.92392224,ss-u
jetpackjbd,6,1.0,1.0,0.98109907,0.98109907,is-s
shawn200110,6,1.0,1.0,0.9308381,0.9308381,m-si
+frame+,5,1.0,1.0,0.97711486,0.97711486,ss-s
6Thousand,5,1.0,1.0,0.980186,0.980186,m-sp
CharliesFoley,5,1.0,1.0,0.9930415,0.9930415,fx-h
KerDwyn,5,1.0,1.0,0.956157,0.956157,fx-el
Moqally,5,1.0,1.0,0.75532675,0.75532675,m-sp
NguyenTranhMy67,5,1.0,1.0,0.91285276,0.91285276,fx-o
Soundjougi,5,1.0,1.0,0.9884345,0.9884345,fx-h
TamerJack.exe,5,1.0,1.0,0.88807327,0.88807327,m-m
XAYULTRA,5,1.0,1.0,0.7582017,0.7582017,m-si
ZijunSANG,5,1.0,1.0,0.86329794,0.86329794,fx-o
bb_sound_records,5,1.0,1.0,0.9622496,0.9622496,fx-n
fatboy94,5,1.0,1.0,0.90890723,0.90890723,fx-n
rosshutton,5,1.0,1.0,0.9052561,0.9052561,ss-n
zagi2,5,1.0,1.0,0.9440422,0.9440422,m-m
-+Fugu+-,4,1.0,1.0,0.8600048,0.8600048,fx-o
-LUMO-,4,1.0,1.0,0.8851423,0.8851423,ss-u
Andrewkn,4,1.0,1.0,0.92539716,0.92539716,ss-s
BenPortal,4,1.0,1.0,0.82215285,0.82215285,fx-o
Darsycho,4,1.0,1.0,0.8837651,0.8837651,fx-n
ElevatorFan2020,4,1.0,1.0,0.84901917,0.84901917,ss-u
Fabian_Palacio,4,1.0,1.0,0.81153756,0.81153756,ss-i
Feraly_,4,1.0,1.0,0.96590203,0.96590203,fx-el
HECKFRICKER,4,1.0,1.0,0.9824703,0.9824703,fx-o
Jorge.leal.carrera,4,1.0,1.0,0.86478794,0.86478794,ss-u
Kollim,4,1.0,1.0,0.89394325,0.89394325,fx-o
Lukey1028,4,1.0,1.0,0.8832535,0.8832535,sp-s
Mark_Murray,4,1.0,1.0,0.7955122,0.7955122,m-m
Mr.Rascal242,4,1.0,1.0,0.807046,0.807046,m-m
Paulo1708,4,1.0,1.0,0.9945813,0.9945813,fx-o
RSSC,4,1.0,1.0,0.9904114,0.9904114,fx-o
RachelAlexandra,4,1.0,1.0,0.97027045,0.97027045,fx-h
TBMcQueen,4,1.0,1.0,0.8134388,0.8134388,fx-a
alexisrivera3d,4,1.0,1.0,0.99150944,0.99150944,fx-h
bit101,4,1.0,1.0,0.53697264,0.53697264,ss-u
chromakei,4,1.0,1.0,0.96988,0.96988,fx-o
focuss87,4,1.0,1.0,0.9475286,0.9475286,fx-o
hannagreen,4,1.0,1.0,0.95883435,0.95883435,fx-n
henner1964,4,1.0,1.0,0.8066334,0.8066334,ss-n
izzylikesnoise,4,1.0,1.0,0.7650229,0.7650229,ss-u
jjwoosh,4,1.0,1.0,0.9688414,0.9688414,m-m
julujanus,4,1.0,1.0,0.75393176,0.75393176,ss-n
lilithfilmsec,4,1.0,1.0,0.80562884,0.80562884,m-m
lrogland,4,1.0,1.0,0.6049372,0.6049372,ss-i
nvmbky,4,1.0,1.0,0.98520535,0.98520535,fx-o
rsteck,4,1.0,1.0,0.7454564,0.7454564,fx-v
siohf.b,4,1.0,1.0,0.9304975,0.9304975,fx-o
sufford,4,1.0,1.0,0.9220456,0.9220456,ss-s
yapppy,4,1.0,1.0,0.8857528,0.8857528,m-sp
Alnotreally,3,1.0,1.0,0.988365,0.988365,fx-o
Dialywawa,3,1.0,1.0,0.8293604,0.8293604,fx-o
Doktor.Bees,3,1.0,1.0,0.7910118,0.7910118,sp-s
Hotsnout,3,1.0,1.0,0.7950149,0.7950149,ss-u
JustWatson64,3,1.0,1.0,0.49446893,0.49446893,fx-el
MakgeoperJac,3,1.0,1.0,0.66211456,0.66211456,fx-o
Pennywind,3,1.0,1.0,0.52569413,0.52569413,m-si
Pepossum,3,1.0,1.0,0.811121,0.811121,fx-o
Quiddity_ocean,3,1.0,1.0,0.49191394,0.49191394,ss-u
RStickCat34,3,1.0,1.0,0.8694305,0.8694305,fx-h
SpagnolaSprinkle,3,1.0,1.0,0.69024795,0.69024795,fx-h
Stranottamavero,3,1.0,1.0,0.8079849,0.8079849,fx-o
StygalAlexander,3,1.0,1.0,0.9144044,0.9144044,m-sp
SuzannaC56,3,1.0,1.0,0.8227939,0.8227939,ss-n
TheWandermiles,3,1.0,1.0,0.939405,0.939405,m-si
Tomentum+,3,1.0,1.0,0.98254806,0.98254806,m-m
Torikari,3,1.0,1.0,0.79842407,0.79842407,fx-o
TwoLeftFeet,3,1.0,1.0,0.91644543,0.91644543,ss-n
Vladies,3,1.0,1.0,0.92655134,0.92655134,m-m
Whats_The_Frequency_Kennett,3,1.0,1.0,0.7831774,0.7831774,fx-n
Zinali,3,1.0,1.0,0.91870445,0.91870445,m-m
alexclaunch,3,1.0,1.0,0.3488722,0.3488722,ss-i
beatsbrah,3,1.0,1.0,0.9283927,0.9283927,m-si
bestfreesoundaccount,3,1.0,1.0,0.8268729,0.8268729,m-m
boris-krichevsky,3,1.0,1.0,0.87123185,0.87123185,ss-u
cabinadevuelo,3,1.0,1.0,0.6928151,0.6928151,ss-n
clatrival,3,1.0,1.0,0.8940049,0.8940049,ss-u
darcydunes,3,1.0,1.0,0.7170164,0.7170164,fx-a
davidkrilamhauge,3,1.0,1.0,0.8499236,0.8499236,fx-n
efahlqvist,3,1.0,1.0,0.9018603,0.9018603,m-si
impulsetracker,3,1.0,1.0,0.94658995,0.94658995,is-p
jackinicku,3,1.0,1.0,0.75980073,0.75980073,fx-v
joesh2,3,1.0,1.0,0.830025,0.830025,fx-el
khenshom,3,1.0,1.0,0.9900162,0.9900162,fx-o
lbrito,3,1.0,1.0,0.6879192,0.6879192,fx-h
lovescotch,3,1.0,1.0,0.95517427,0.95517427,m-m
madaesthetic1082,3,1.0,1.0,0.67785597,0.67785597,fx-m
marina.campos,3,1.0,1.0,0.8886821,0.8886821,ss-i
neilraouf,3,1.0,1.0,0.8418382,0.8418382,fx-ex
repapaioei9e3,3,1.0,1.0,0.8869409,0.8869409,fx-m
ui-hater2012,3,1.0,1.0,0.866175,0.866175,fx-h
versionsin,3,1.0,1.0,0.9143383,0.9143383,fx-h
32BitSounds,2,1.0,1.0,0.97702587,0.97702587,ss-n
AdamWWW888WWW,2,1.0,1.0,0.942071,0.942071,sp-s
AwenAudio,2,1.0,1.0,0.9667398,0.9667398,fx-o
Axl_Vergara,2,1.0,1.0,0.93993396,0.93993396,ss-n
BMcCuiston21,2,1.0,1.0,0.99178773,0.99178773,fx-o
BismarckBall,2,1.0,1.0,0.50879323,0.50879323,fx-ex
DCPoke,2,1.0,1.0,0.5511116,0.5511116,ss-n
DaVoiceActor,2,1.0,1.0,0.9841986,0.9841986,fx-o
Daomatika,2,1.0,1.0,0.89033455,0.89033455,fx-m
Destructo20,2,1.0,1.0,0.6535741,0.6535741,m-si
DiamondKid237,2,1.0,1.0,0.97436047,0.97436047,ss-n
DrFahrts,2,1.0,1.0,0.98979205,0.98979205,fx-o
EvanBoyerman,2,1.0,1.0,0.8981389,0.8981389,m-m
FoleyMakers,2,1.0,1.0,0.9855453,0.9855453,fx-h
Gibbert,2,1.0,1.0,0.98311716,0.98311716,fx-o
Guillermo_de_La_Matera,2,1.0,1.0,0.8826449,0.8826449,ss-n
Hongsungbock,2,1.0,1.0,0.97883326,0.97883326,fx-o
HotCranberry0201,2,1.0,1.0,0.65138674,0.65138674,fx-el
Jogre_The_Ogre,2,1.0,1.0,0.7160959,0.7160959,sp-p
Lancemartin,2,1.0,1.0,0.64361364,0.64361364,m-si
Lanwerker,2,1.0,1.0,0.71512514,0.71512514,fx-a
LordFluffeh,2,1.0,1.0,0.9389229,0.9389229,fx-n
ManuelGraf,2,1.0,1.0,0.92507005,0.92507005,m-m
Marschal,2,1.0,1.0,0.7180103,0.7180103,ss-u
NatureBird,2,1.0,1.0,0.8046403,0.8046403,ss-n
Oseledchik_Sergey,2,1.0,1.0,0.74661463,0.74661463,ss-n
Pancakebees,2,1.0,1.0,0.8760358,0.8760358,is-p
PhenixTheCat,2,1.0,1.0,0.99562067,0.99562067,fx-o
PrismLightSoundWorks,2,1.0,1.0,0.7833123,0.7833123,fx-ex
Raluben,2,1.0,1.0,0.75624776,0.75624776,ss-n
Randi_McRando,2,1.0,1.0,0.94480634,0.94480634,fx-h
SaigeTheGhost,2,1.0,1.0,0.99281895,0.99281895,fx-o
Salsero_classic,2,1.0,1.0,0.96038926,0.96038926,fx-n
Sandwichbill,2,1.0,1.0,0.98022866,0.98022866,fx-o
Seth_Makes_Sounds,2,1.0,1.0,0.97995067,0.97995067,m-m
Sirnak,2,1.0,1.0,0.9943319,0.9943319,fx-o
Stefan021,2,1.0,1.0,0.9654422,0.9654422,fx-h
TCisme123,2,1.0,1.0,0.7499018,0.7499018,fx-o
TheFox126,2,1.0,1.0,0.9643388,0.9643388,fx-o
TheVoiceJournals,2,1.0,1.0,0.99424356,0.99424356,fx-h
Tin_Nitus,2,1.0,1.0,0.9685786,0.9685786,fx-o
TristanV.,2,1.0,1.0,0.7108817,0.7108817,fx-o
Usuario333,2,1.0,1.0,0.96813715,0.96813715,m-si
Victor_Natas,2,1.0,1.0,0.9660712,0.9660712,m-m
Webb-n-Flow,2,1.0,1.0,0.8536692,0.8536692,ss-n
Winwinwin2022,2,1.0,1.0,0.7750181,0.7750181,fx-h
YellowTree,2,1.0,1.0,0.9794583,0.9794583,m-si
a6gitti,2,1.0,1.0,0.9771683,0.9771683,fx-o
alessiosurian,2,1.0,1.0,0.7798844,0.7798844,ss-u
amuzix,2,1.0,1.0,0.9299363,0.9299363,ss-n
apetitfr,2,1.0,1.0,0.96569216,0.96569216,fx-el
arther1974,2,1.0,1.0,0.9887851,0.9887851,fx-h
asmast,2,1.0,1.0,0.5622108,0.5622108,fx-h
babumenos,2,1.0,1.0,0.9894026,0.9894026,m-sp
baleamen,2,1.0,1.0,0.92457813,0.92457813,fx-h
benatbenwins,2,1.0,1.0,0.8031491,0.8031491,fx-a
bikesnbassboi,2,1.0,1.0,0.7930305,0.7930305,fx-v
brandre.hc,2,1.0,1.0,0.945253,0.945253,m-si
cartoonrob,2,1.0,1.0,0.65671676,0.65671676,ss-n
charlie628,2,1.0,1.0,0.9838481,0.9838481,fx-o
chikunmaster,2,1.0,1.0,0.67558587,0.67558587,fx-o
daniel_moreink,2,1.0,1.0,0.8001555,0.8001555,ss-u
defophip,2,1.0,1.0,0.81509936,0.81509936,fx-m
deleted_user_15584536,2,1.0,1.0,0.9681368,0.9681368,fx-o
diego_nunez12,2,1.0,1.0,0.9785712,0.9785712,m-sp
dorondavid,2,1.0,1.0,0.84554434,0.84554434,ss-s
doubledownarrhytmia,2,1.0,1.0,0.9869595,0.9869595,m-sp
dreggsome,2,1.0,1.0,0.7510217,0.7510217,fx-o
enginesoundman,2,1.0,1.0,0.7727089,0.7727089,fx-a
ethernel0,2,1.0,1.0,0.987766,0.987766,fx-o
fabweissman,2,1.0,1.0,0.92163825,0.92163825,ss-n
graihwing,2,1.0,1.0,0.4046764,0.4046764,sp-p
guterton.wav,2,1.0,1.0,0.8986074,0.8986074,ss-u
hamsel,2,1.0,1.0,0.62797093,0.62797093,m-m
hlodavec,2,1.0,1.0,0.73280954,0.73280954,fx-h
inthelightmusic,2,1.0,1.0,0.5045053,0.5045053,fx-m
jjohnsharpp,2,1.0,1.0,0.84204745,0.84204745,fx-h
kerozenne,2,1.0,1.0,0.83112323,0.83112323,is-p
kianeg,2,1.0,1.0,0.7823334,0.7823334,fx-h
kotzas,2,1.0,1.0,0.7797773,0.7797773,m-m
lastraindrop,2,1.0,1.0,0.9405509,0.9405509,ss-n
levi_cunha,2,1.0,1.0,0.9473546,0.9473546,fx-o
m71art,2,1.0,1.0,0.7116803,0.7116803,m-m
man2222,2,1.0,1.0,0.81481874,0.81481874,sp-s
me-audio,2,1.0,1.0,0.9914224,0.9914224,fx-o
miqqq,2,1.0,1.0,0.79529166,0.79529166,is-k
mnkymnk,2,1.0,1.0,0.9475229,0.9475229,ss-n
nahkd123,2,1.0,1.0,0.9708779,0.9708779,fx-o
nugsano,2,1.0,1.0,0.9624239,0.9624239,fx-el
papimre,2,1.0,1.0,0.8155534,0.8155534,fx-a
pollysonic,2,1.0,1.0,0.865537,0.865537,ss-u
roguentropy,2,1.0,1.0,0.97346705,0.97346705,ss-n
samaedian,2,1.0,1.0,0.63105005,0.63105005,fx-o
samilash3,2,1.0,1.0,0.9869677,0.9869677,fx-o
sammkoo,2,1.0,1.0,0.9294283,0.9294283,ss-u
sementesonora,2,1.0,1.0,0.71964693,0.71964693,fx-v
serbanel73,2,1.0,1.0,0.9924768,0.9924768,fx-h
simous00,2,1.0,1.0,0.88187635,0.88187635,fx-o
smethng,2,1.0,1.0,0.9666238,0.9666238,m-si
standing_water,2,1.0,1.0,0.69537723,0.69537723,ss-u
steenish,2,1.0,1.0,0.9888706,0.9888706,fx-o
stickii_mowf,2,1.0,1.0,0.9133239,0.9133239,m-m
subquire,2,1.0,1.0,0.5347984,0.5347984,fx-el
suckmadeck,2,1.0,1.0,0.9755346,0.9755346,fx-o
swiimii,2,1.0,1.0,0.7479086,0.7479086,fx-o
teejay537,2,1.0,1.0,0.8997543,0.8997543,m-m
torisilsby,2,1.0,1.0,0.9204167,0.9204167,fx-o
user7e647032,2,1.0,1.0,0.9004146,0.9004146,m-sp
wordwiz1,2,1.0,1.0,0.6190365,0.6190365,sp-s
wsfsound,2,1.0,1.0,0.79568183,0.79568183,fx-o
zamoranqk,2,1.0,1.0,0.848173,0.848173,ss-n
114802300,1,1.0,1.0,0.75831676,0.75831676,fx-el
11h11,1,1.0,1.0,0.59977895,0.59977895,m-m
4Colors,1,1.0,1.0,0.80534637,0.80534637,fx-a
5ound0f5ilence,1,1.0,1.0,0.67397964,0.67397964,fx-h
6sdeimos,1,1.0,1.0,0.97349423,0.97349423,m-m
70srichard,1,1.0,1.0,0.41550756,0.41550756,sp-c
85dBMonk,1,1.0,1.0,0.96823233,0.96823233,m-sp
89o_dev,1,1.0,1.0,0.6352173,0.6352173,m-si
