index,split
800803,train
840544,train
835974,train
813809,train
812579,train
842455,train
800007,train
836101,train
802098,train
827838,train
838100,train
814680,train
829912,train
828192,train
824393,train
818298,train
825000,train
812953,train
835261,train
799366,train
837089,train
836189,train
806011,train
805657,train
812961,train
809867,train
840016,train
827948,train
820212,train
819155,train
818567,train
806381,train
829047,train
827732,train
801581,train
835463,train
812151,train
834228,train
824997,train
818761,train
830009,train
809767,train
818511,train
830930,train
839300,train
810528,train
836788,train
806821,train
829373,train
834412,train
809392,train
813789,train
805189,train
824854,train
815638,train
843110,train
810287,train
842195,train
825812,train
831208,train
800129,train
817488,train
838995,train
806479,train
820178,train
827036,train
817649,train
840453,train
823808,train
809074,train
829712,train
803373,train
811627,train
805916,train
816850,train
803831,train
808826,train
803346,train
826728,train
802317,train
800908,train
823809,train
798539,train
830197,train
820172,train
837129,train
840316,train
817124,train
815744,train
802346,train
806866,train
805354,train
807476,train
824466,train
807386,train
828708,train
831082,train
831209,train
827615,train
820310,train
835743,train
818754,train
841159,train
811283,train
840534,train
800950,train
813910,train
828331,train
814564,train
822325,train
805251,train
819094,train
807572,train
837226,train
818758,train
809597,train
809116,train
842789,train
806961,train
802496,train
811266,train
815019,train
841738,train
819041,train
803357,train
814565,train
831335,train
813239,train
838185,train
830022,train
801592,train
829198,train
807842,train
810216,train
801178,train
809435,train
809772,train
798771,train
838341,train
822467,train
830163,train
842724,train
817559,train
814061,train
824500,train
830743,train
828819,train
832006,train
832810,train
800094,train
822348,train
798101,train
816364,train
799989,train
834975,train
825335,train
816249,train
842947,train
816998,train
798940,train
829124,train
819899,train
805571,train
823637,train
798390,train
839840,train
798708,train
819047,train
800943,train
803119,train
829019,train
825060,train
803943,train
818304,train
805165,train
801635,train
799379,train
812819,train
824477,train
808782,train
802253,train
814688,train
841742,train
832045,train
825250,train
798545,train
830148,train
828103,train
813718,train
818938,train
808866,train
798204,train
834861,train
806264,train
835262,train
805894,train
815802,train
816745,train
822859,train
841470,train
823657,train
804869,train
811036,train
812518,train
842535,train
812503,train
815517,train
829849,train
824768,train
833989,train
838554,train
802495,train
841647,train
814310,train
834888,train
838058,train
799608,train
823806,train
799000,train
804465,train
840817,train
802281,train
805053,train
817041,train
835046,train
831204,train
801905,train
835406,train
818003,train
831191,train
836584,train
803918,train
835083,train
817451,train
840682,train
825551,train
823282,train
800677,train
827821,train
804696,train
802222,train
801585,train
809489,train
813138,train
825595,train
831352,train
830857,train
814272,train
827075,train
802642,train
805777,train
809938,train
841765,train
827248,train
812325,train
835555,train
826898,train
830230,train
809552,train
829039,train
798089,train
840015,train
800830,train
822695,train
834097,train
801560,train
830752,train
801428,train
805818,train
823962,train
823893,train
839753,train
838047,train
842300,train
811405,train
812889,train
829200,train
800700,train
818131,train
828022,train
835630,train
841760,train
810200,train
833717,train
815369,train
830133,train
800951,train
837907,train
827754,train
825456,train
823867,train
831960,train
829613,train
809375,train
835278,train
839628,train
825489,train
805385,train
840123,train
816485,train
799848,train
808057,train
841573,train
833409,train
834667,train
819895,train
810507,train
836507,train
812533,train
829739,train
832607,train
808251,train
825588,train
840215,train
824443,train
837735,train
840516,train
832514,train
824220,train
841941,train
831862,train
831889,train
798086,train
803661,train
829615,train
828619,train
828464,train
817557,train
799988,train
842268,train
798114,train
831132,train
824613,train
826203,train
819583,train
814456,train
799711,train
811558,train
829116,train
816887,train
802778,train
802227,train
827599,train
831615,train
827616,train
817753,train
827339,train
810148,train
806988,train
826808,train
825408,train
807813,train
837292,train
809455,train
830681,train
807393,train
803452,train
805531,train
805975,train
803651,train
838507,train
815310,train
801605,train
835919,train
827613,train
831353,train
816102,train
809383,train
824409,train
843055,train
823504,train
803032,train
842362,train
833112,train
801157,train
836943,train
819436,train
840558,train
837037,train
811723,train
838959,train
803429,train
798507,train
840510,train
834960,train
808148,train
810170,train
801123,train
839094,train
831824,train
832208,train
826901,train
816497,train
814546,train
833378,train
830182,train
819253,train
833919,train
834577,train
826101,train
811997,train
814112,train
824036,train
839576,train
824756,train
802481,train
832318,train
825735,train
827423,train
841976,train
833299,train
806233,train
816321,train
813306,train
827850,train
811584,train
811182,train
802353,train
798299,train
815406,train
800213,train
797868,train
801985,train
830963,train
840158,train
831970,train
816810,train
824843,train
813363,train
827647,train
827517,train
836906,train
798767,train
835707,train
834357,train
817920,train
807246,train
826374,train
800458,train
815682,train
842161,train
817072,train
836161,train
806300,train
809917,train
833691,train
808730,train
811911,train
833298,train
824784,train
817989,train
796221,train
828896,train
841312,train
827249,train
840885,train
832537,train
840373,train
841466,train
801016,train
799855,train
838605,train
819567,train
803919,train
813895,train
840430,train
806137,train
809071,train
799706,train
822425,train
833468,train
833010,train
825874,train
807428,train
819985,train
838127,train
827598,train
834597,train
825003,train
802267,train
798957,train
829055,train
826947,train
832796,train
828779,train
813078,train
799095,train
828185,train
836903,train
832623,train
836459,train
836577,train
818027,train
803367,train
806549,train
812127,train
824053,train
804967,train
823802,train
835532,train
836337,train
841427,train
809636,train
836156,train
841744,train
837216,train
833457,train
814655,train
823731,train
811469,train
842513,train
809750,train
798884,train
813209,train
812617,train
813010,train
823833,train
830377,train
827400,train
842381,train
831969,train
826721,train
808006,train
812618,train
804904,train
842295,train
808583,train
823318,train
838681,train
806302,train
830950,train
824102,train
801284,train
809217,train
813784,train
824944,train
810001,train
827662,train
820340,train
832812,train
798564,train
812203,train
839549,train
809122,train
803771,train
804978,train
798847,train
798189,train
819894,train
833910,train
839983,train
826432,train
838239,train
805962,train
818137,train
815929,train
832729,train
827619,train
833688,train
817210,train
810043,train
840821,train
808576,train
833527,train
837124,train
824371,train
819068,train
829441,train
834889,train
831125,train
805434,train
827188,train
841294,train
822937,train
827320,train
813820,train
799356,train
817998,train
822716,train
815626,train
819700,train
806995,train
803231,train
835716,train
816394,train
816489,train
807580,train
808601,train
841977,train
841968,train
833886,train
801960,train
799602,train
813583,train
837234,train
813776,train
800646,train
837134,train
834754,train
813414,train
825631,train
820155,train
799188,train
818563,train
803615,train
805367,train
832396,train
809396,train
798741,train
807412,train
838611,train
817654,train
830189,train
826158,train
823495,train
823346,train
829104,train
832247,train
840081,train
842282,train
810702,train
818831,train
842886,train
810312,train
798673,train
802955,train
802977,train
829004,train
830433,train
800806,train
817918,train
836712,train
801802,train
827977,train
801781,train
813810,train
798546,train
811855,train
837182,train
806810,train
813592,train
827542,train
799022,train
801718,train
834557,train
803252,train
812944,train
825500,train
800288,train
801568,train
828498,train
832316,train
830225,train
837763,train
824107,train
805827,train
812485,train
835859,train
801464,train
829439,train
810404,train
838509,train
822529,train
836366,train
829781,train
801502,train
805458,train
806223,train
814063,train
842222,train
834340,train
823591,train
809986,train
832197,train
815619,train
819706,train
802731,train
804976,train
813442,train
839330,train
813756,train
807153,train
805534,train
829584,train
810217,train
806467,train
825406,train
823183,train
839553,train
814570,train
825643,train
836137,train
812916,train
815965,train
799920,train
817004,train
825550,train
809773,train
805859,train
806098,train
822568,train
807338,train
810329,train
807561,train
832330,train
802969,train
799731,train
832192,train
802989,train
828233,train
839349,train
823870,train
806809,train
812853,train
814195,train
841253,train
837312,train
801650,train
798593,train
834760,train
809151,train
825390,train
841839,train
800421,train
838900,train
801162,train
840305,train
820222,train
810161,train
800588,train
819471,train
824365,train
807869,train
840868,train
807780,train
826253,train
804837,train
837850,train
810462,train
830018,train
841408,train
835685,train
818712,train
838773,train
823222,train
813923,train
840102,train
835045,train
824964,train
810550,train
836853,train
831308,train
803674,train
809052,train
811715,train
834813,train
813057,train
807351,train
819715,train
838496,train
807472,train
835924,train
816212,train
819497,train
798519,train
800778,train
818466,train
805343,train
826539,train
812402,train
805754,train
799669,train
825259,train
837871,train
810047,train
805861,train
801210,train
834658,train
816288,train
834830,train
811047,train
802265,train
806118,train
831329,train
810900,train
809298,train
812172,train
807648,train
832698,train
838443,train
837996,train
815357,train
838861,train
800864,train
800265,train
807337,train
827359,train
807858,train
801324,train
826089,train
837888,train
837818,train
802352,train
828123,train
829482,train
818414,train
814108,train
804938,train
836282,train
826536,train
802858,train
836458,train
817615,train
813579,train
831536,train
802924,train
814915,train
827037,train
830609,train
819425,train
815904,train
799835,train
808398,train
836996,train
842956,train
814080,train
803190,train
809458,train
815199,train
826896,train
831675,train
827100,train
827952,train
823366,train
798307,train
822551,train
838377,train
823018,train
811511,train
824114,train
805049,train
829524,train
823963,train
840420,train
825386,train
804752,train
811856,train
798258,train
815867,train
830989,train
797695,train
815318,train
842191,train
812206,train
828697,train
798781,train
807708,train
836513,train
801949,train
799804,train
831797,train
802388,train
833436,train
828767,train
841065,train
818669,train
822305,train
827457,train
800254,train
808635,train
842471,train
817025,train
826716,train
804729,train
803789,train
815342,train
833756,train
832243,train
814555,train
802204,train
827957,train
834967,train
827392,train
836585,train
826643,train
808794,train
820314,train
801647,train
834198,train
836473,train
807844,train
828933,train
832632,train
812491,train
837466,train
816050,train
809207,train
817220,train
808969,train
826627,train
818134,train
836143,train
831227,train
825010,train
829432,train
809714,train
838421,train
831681,train
814640,train
805803,train
842155,train
818205,train
814360,train
824153,train
798935,train
799886,train
841487,train
843002,train
825810,train
829716,train
835819,train
841671,train
819656,train
831285,train
807599,train
842384,train
835897,train
811481,train
824703,train
828753,train
818558,train
811616,train
831435,train
834807,train
810614,train
820224,train
810156,train
825030,train
801193,train
832467,train
825053,train
829461,train
832561,train
827440,train
838937,train
815201,train
813381,train
839182,train
801726,train
806980,train
833212,train
810224,train
809904,train
829108,train
804459,train
822845,train
830466,train
814518,train
834141,train
814593,train
816671,train
839360,train
798229,train
840288,train
839426,train
837899,train
822435,train
838019,train
841499,train
824836,train
798520,train
824590,train
804485,train
817926,train
817562,train
838880,train
823641,train
800423,train
815703,train
837016,train
837966,train
842610,train
836118,train
837723,train
813276,train
822401,train
837926,train
829827,train
806362,train
808929,train
840042,train
803818,train
834729,train
800042,train
820225,train
801987,train
839494,train
801401,train
822684,train
832241,train
828812,train
837416,train
819136,train
800114,train
801031,train
800310,train
837982,train
831376,train
836904,train
838583,train
803502,train
816361,train
801788,train
809765,train
837342,train
800687,train
811004,train
813518,train
832873,train
839384,train
827582,train
801952,train
840403,train
838735,train
810278,train
813879,train
840279,train
833732,train
834155,train
807819,train
815512,train
827666,train
822408,train
827801,train
838016,train
811288,train
830800,train
812500,train
802431,train
811379,train
836520,train
837554,train
809320,train
829965,train
808191,train
837845,train
841943,train
839775,train
806529,train
843203,train
830039,train
806922,train
809839,train
825178,train
828858,train
814198,train
805709,train
834525,train
829643,train
833654,train
824173,train
827992,train
812481,train
833463,train
829353,train
836199,train
811441,train
802446,train
834592,train
834532,train
810904,train
818726,train
808177,train
799809,train
818500,train
802990,train
832423,train
826185,train
834402,train
805899,train
841413,train
839066,train
834444,train
809503,train
835850,train
823565,train
801377,train
832673,train
811166,train
800991,train
834931,train
840387,train
803637,train
841712,train
810107,train
824101,train
809051,train
843157,train
802903,train
830584,train
832583,train
804703,train
822905,train
804576,train
835882,train
801415,train
836211,train
830253,train
809909,train
811123,train
808881,train
814065,train
814598,train
806933,train
824528,train
834292,train
819811,train
826815,train
832877,train
799407,train
842496,train
818816,train
842273,train
807505,train
817276,train
813833,train
811898,train
832633,train
798088,train
809132,train
823732,train
799951,train
835099,train
802799,train
807137,train
819499,train
808013,train
831091,train
805254,train
805353,train
832818,train
817861,train
817464,train
802648,train
808733,train
822333,train
800467,train
836344,train
838519,train
837779,train
801151,train
836146,train
838372,train
842526,train
806192,train
828468,train
802789,train
807526,train
833774,train
805466,train
810870,train
800597,train
840928,train
832883,train
839566,train
815102,train
834950,train
831144,train
835697,train
842525,train
800583,train
829448,train
835487,train
801532,train
839900,train
829614,train
814238,train
814414,train
831331,train
822318,train
834923,train
818117,train
800296,train
810718,train
838051,train
808495,train
806597,train
842445,train
827330,train
828879,train
806187,train
841113,train
834196,train
836065,train
837883,train
817116,train
807301,train
829562,train
837276,train
840690,train
799182,train
813411,train
834749,train
823965,train
816791,train
841586,train
816614,train
801765,train
838048,train
800883,train
838431,train
818846,train
815876,train
802880,train
839539,train
798601,train
837169,train
802701,train
809626,train
810624,train
831591,train
824856,train
827926,train
834712,train
800446,train
823642,train
817310,train
800824,train
804788,train
811460,train
810586,train
807371,train
823607,train
816957,train
805379,train
829891,train
833719,train
809464,train
806197,train
806063,train
818129,train
802787,train
841258,train
818186,train
813298,train
825068,train
843297,train
836142,train
824260,train
808357,train
826856,train
816641,train
833406,train
834623,train
811279,train
832836,train
824896,train
800716,train
839452,train
802000,train
815675,train
818739,train
838731,train
839046,train
812133,train
835260,train
836715,train
830524,train
801143,train
812561,train
801483,train
829376,train
813476,train
803296,train
805769,train
818317,train
831154,train
828543,train
836304,train
810064,train
806470,train
800040,train
823996,train
829337,train
831796,train
838943,train
839909,train
831106,train
812494,train
829406,train
837638,train
837278,train
829023,train
825045,train
839811,train
831715,train
800147,train
829536,train
819607,train
832553,train
800450,train
814644,train
798485,train
837075,train
826455,train
840818,train
841992,train
820134,train
813964,train
799334,train
808922,train
802476,train
799219,train
822335,train
834704,train
807515,train
801721,train
843236,train
815349,train
836194,train
818201,train
814265,train
809141,train
798859,train
838600,train
818352,train
838388,train
827398,train
842192,train
817866,train
839485,train
831022,train
842909,train
831707,train
806745,train
825498,train
805645,train
827733,train
813374,train
836420,train
799817,train
817613,train
811303,train
823245,train
815119,train
815834,train
830746,train
805454,train
811304,train
798385,train
814240,train
828189,train
805540,train
829835,train
812607,train
832981,train
841327,train
817285,train
824586,train
814326,train
817777,train
801368,train
840629,train
817587,train
803706,train
831069,train
814751,train
814471,train
807292,train
830497,train
814845,train
829560,train
804531,train
833684,train
822806,train
835542,train
842486,train
815499,train
826386,train
800579,train
806350,train
830438,train
810025,train
837184,train
827347,train
837712,train
838442,train
824200,train
823121,train
840732,train
799899,train
834808,train
798261,train
826120,train
836151,train
840192,train
809671,train
818159,train
838313,train
808975,train
834948,train
824754,train
808329,train
809483,train
835732,train
825932,train
801072,train
840301,train
839594,train
841446,train
814654,train
840249,train
802641,train
825097,train
829310,train
806817,train
837128,train
804447,train
825574,train
815859,train
822815,train
832787,train
812811,train
832971,train
803602,train
841267,train
809606,train
815747,train
798956,train
838733,train
839820,train
805411,train
799340,train
841140,train
803783,train
801189,train
834722,train
809594,train
823240,train
837102,train
840177,train
805770,train
809614,train
810455,train
840032,train
831723,train
831096,train
800262,train
830479,train
836595,train
819045,train
825001,train
815852,train
841957,train
802349,train
834168,train
809683,train
800461,train
809394,train
810037,train
842303,train
801253,train
801983,train
803779,train
838818,train
840511,train
825128,train
799442,train
818026,train
805046,train
819764,train
814632,train
826229,train
840646,train
819321,train
816430,train
839942,train
841937,train
813199,train
809535,train
804490,train
811743,train
807199,train
798488,train
839945,train
826306,train
813360,train
823955,train
806229,train
798929,train
816938,train
805683,train
837612,train
815244,train
827445,train
823471,train
830929,train
826451,train
814178,train
819232,train
805748,train
825957,train
802960,train
810345,train
839593,train
818107,train
809812,train
810582,train
830487,train
814148,train
818049,train
834664,train
837103,train
839267,train
802282,train
829499,train
812212,train
835401,train
811259,train
843001,train
799220,train
824064,train
836131,train
815073,train
834232,train
832157,train
804585,train
828889,train
809937,train
804732,train
818665,train
829201,train
823032,train
809804,train
806097,train
835611,train
827630,train
824960,train
842199,train
803166,train
841798,train
834676,train
805721,train
802142,train
812373,train
838706,train
819073,train
811028,train
827833,train
820059,train
830219,train
823660,train
806155,train
833533,train
806883,train
807999,train
813684,train
804574,train
834392,train
800306,train
810680,train
832155,train
814067,train
814268,train
799128,train
826030,train
834085,train
802231,train
807177,train
832355,train
831017,train
840787,train
798608,train
834045,train
806951,train
800644,train
842559,train
822704,train
829785,train
806665,train
836901,train
830452,train
840060,train
834944,train
802874,train
801967,train
838207,train
827491,train
825926,train
802487,train
831026,train
833196,train
798325,train
810246,train
807232,train
803338,train
835048,train
801351,train
819250,train
802043,train
837538,train
809526,train
814772,train
825136,train
822856,train
807538,train
840556,train
798961,train
828579,train
808366,train
825920,train
823951,train
814129,train
824599,train
806587,train
818180,train
837475,train
800802,train
824261,train
833487,train
841924,train
808877,train
825157,train
842477,train
834997,train
816600,train
817303,train
827584,train
825488,train
800014,train
814319,train
831493,train
825930,train
828415,train
806414,train
799413,train
841460,train
798605,train
838649,train
800578,train
836310,train
809472,train
833863,train
828014,train
837751,train
798804,train
816610,train
809629,train
835214,train
841202,train
831337,train
799362,train
831861,train
817453,train
802993,train
813069,train
823098,train
831070,train
826244,train
832523,train
807448,train
808243,train
809736,train
798924,train
826832,train
822801,train
832116,train
811107,train
799555,train
832018,train
814105,train
814473,train
806534,train
824569,train
802068,train
837317,train
818740,train
826907,train
806405,train
838181,train
808431,train
808672,train
817619,train
813929,train
802545,train
817738,train
802415,train
831046,train
825037,train
835808,train
814206,train
839482,train
835629,train
842794,train
807418,train
822530,train
815232,train
835478,train
805954,train
833410,train
830141,train
801625,train
818424,train
805520,train
831387,train
805350,train
806609,train
836419,train
835136,train
814357,train
828152,train
835725,train
818636,train
815124,train
836054,train
818152,train
829701,train
820209,train
811843,train
819166,train
805592,train
812034,train
825855,train
826209,train
831648,train
830516,train
842994,train
814483,train
798955,train
815192,train
828500,train
811347,train
838904,train
802784,train
822637,train
799063,train
817629,train
828096,train
827573,train
828611,train
842329,train
840171,train
842962,train
814614,train
815051,train
839301,train
801664,train
808163,train
831529,train
801029,train
828605,train
832986,train
831001,train
829766,train
843156,train
837576,train
798115,train
803514,train
822413,train
837233,train
813233,train
825019,train
833307,train
809871,train
824780,train
826887,train
832789,train
803638,train
837224,train
836556,train
842616,train
829131,train
817830,train
832137,train
838544,train
826600,train
799722,train
806701,train
841919,train
838501,train
835650,train
820289,train
828883,train
825158,train
806676,train
815823,train
815264,train
841157,train
842292,train
811159,train
802034,train
808310,train
808460,train
835450,train
833187,train
839476,train
817177,train
832751,train
826767,train
834298,train
802868,train
809928,train
807773,train
838115,train
823593,train
816981,train
808998,train
831949,train
809017,train
814767,train
798200,train
839298,train
801260,train
810765,train
826412,train
800023,train
815796,train
806519,train
837028,train
810618,train
802585,train
841646,train
802907,train
837574,train
832977,train
806231,train
814402,train
827080,train
801100,train
834717,train
798416,train
813688,train
826641,train
808544,train
809026,train
824055,train
836336,train
834354,train
825464,train
801630,train
818269,train
802759,train
815132,train
828734,train
799282,train
833160,train
807413,train
823328,train
798505,train
834593,train
829165,train
818706,train
842061,train
829760,train
815025,train
830321,train
816065,train
826399,train
831193,train
813515,train
842387,train
809747,train
801543,train
807238,train
834462,train
813770,train
837529,train
810193,train
819986,train
800132,train
834127,train
833674,train
806874,train
809862,train
800044,train
829415,train
805352,train
808242,train
838830,train
834598,train
798343,train
836695,train
831233,train
802268,train
830745,train
801349,train
809959,train
831724,train
810534,train
800749,train
840889,train
842373,train
808086,train
837938,train
840334,train
817145,train
799450,train
835792,train
819584,train
816127,train
803328,train
838177,train
806540,train
827519,train
839237,train
802570,train
824172,train
802798,train
816388,train
803647,train
822968,train
818640,train
819882,train
832911,train
833683,train
810746,train
836884,train
799744,train
810315,train
806644,train
819518,train
837812,train
817986,train
803427,train
798285,train
818448,train
817872,train
809824,train
832159,train
839538,train
825115,train
797582,train
837109,train
817947,train
798100,train
809089,train
839198,train
823466,train
818396,train
814750,train
811712,train
813804,train
830732,train
803345,train
816149,train
801645,train
832065,train
811760,train
808100,train
810296,train
838502,train
807439,train
811688,train
806306,train
800782,train
819408,train
815063,train
804983,train
810132,train
840476,train
807836,train
798116,train
799110,train
801134,train
838007,train
809987,train
841300,train
835728,train
830603,train
811300,train
813596,train
837063,train
800072,train
824981,train
834611,train
800079,train
815361,train
832809,train
805824,train
828853,train
829278,train
805293,train
802169,train
819950,train
799997,train
840310,train
841418,train
808165,train
817153,train
840107,train
837597,train
804705,train
838450,train
807274,train
809559,train
810234,train
839078,train
811257,train
802019,train
809778,train
805535,train
815535,train
838451,train
835277,train
835547,train
837058,train
798891,train
814548,train
822371,train
826966,train
802091,train
800270,train
822627,train
809325,train
798495,train
835825,train
837852,train
817874,train
802694,train
804946,train
808869,train
828148,train
828190,train
840891,train
824840,train
834343,train
834603,train
839895,train
809900,train
832939,train
809495,train
823854,train
826752,train
809134,train
822923,train
814557,train
809679,train
826579,train
819384,train
805946,train
829003,train
828224,train
820143,train
833277,train
833509,train
835077,train
807047,train
806104,train
837497,train
824877,train
806919,train
801022,train
812368,train
816319,train
816220,train
835417,train
842154,train
810693,train
838160,train
802292,train
837624,train
823243,train
817038,train
813516,train
798809,train
833142,train
838980,train
842986,train
800988,train
817863,train
823000,train
826611,train
825478,train
818423,train
834099,train
805028,train
816683,train
832058,train
824871,train
813364,train
801836,train
809198,train
802791,train
823644,train
825516,train
814001,train
807873,train
834724,train
805325,train
842401,train
835533,train
810253,train
840338,train
838603,train
825654,train
824766,train
815639,train
840034,train
830952,train
828688,train
802449,train
824198,train
812264,train
819547,train
811680,train
804963,train
816268,train
802883,train
824193,train
801245,train
817543,train
800729,train
812546,train
806101,train
829660,train
803854,train
815527,train
803098,train
836206,train
820263,train
832536,train
814373,train
826514,train
814172,train
840522,train
812783,train
839786,train
818977,train
817142,train
842197,train
803375,train
834191,train
808613,train
812898,train
836939,train
806135,train
832562,train
805323,train
839646,train
836129,train
830633,train
803815,train
809935,train
830979,train
799424,train
837080,train
838513,train
838721,train
834774,train
799104,train
841164,train
807202,train
